address,type,label
0x00000000000a0b40b4d032f76ce7f7ebc27f8d55,benign,0
0x000769363bdf1a0f4cc17f03685f62a18dd959fc,benign,0
0x00203637636f7f87c3c7ff58746a3f265452b2b1,benign,0
0x00823be7382d536b21c71693843f70d24f20ab3c,benign,0
0x00fdf1e1ed8b5fb86c8fc9bc5f0639820187cb05,benign,0
0x01a7fd9621519e3906fa821c6d763190f53b2f99,benign,0
0x0440e61b3b648e59059d18e0c8ac71478b85808b,benign,0
0x0476f16948b47255c44ee1ec1fef76a56c0db791,benign,0
0x052e44e80b5d58f14791b60a0ac7f1e620f255d2,benign,0
0x05c69d3940929cfddcdd66e3f3b7cf9bca034d5e,benign,0
0x05cdb1526f6e224e02919a4c018d9784ea25eb3d,benign,0
0x05dc2ce3e3752b4a1bec42d169f6d52129b595aa,benign,0
0x05f547a7365830fd92932daebea64a7eb2adedd9,benign,0
0x05ff6964d21e5dae3b1010d5ae0465b3c450f381,benign,0
0x067c4fcaad74d3b89bf72ecbd3e38fe30489cab8,benign,0
0x06df28154700fcc6d97fc701a2b32fb29914576c,benign,0
0x074ef339a2342b8c39b7bfa3e8ee613a119c0ced,benign,0
0x07b92c76d0be86501f5475f1c88caaffd69d8180,benign,0
0x07e639b85b1f8975746564f191beece1fa0c71cb,benign,0
0x0960da039bb8151cacfef620476e8baf34bd9565,benign,0
0x09c5a11ffcb5fa181c02c5dddebf713892180712,benign,0
0x09cfee647fa339133380191c8db6b44f24500c9d,benign,0
0x0aac6955688dc1cd3cafd52ebcade334fb1c9c3b,benign,0
0x0b2bc8e38258662fe531e2907fbf02496a27211c,benign,0
0x0b627c445b387034b6670e4bb3d23825f9dea81a,benign,0
0x0b85d0c3fa68a21c10e15d0b7fedac08fdc3508e,benign,0
0x0bd9c4fb3a218d9614d1f1b7e38234f6f27a052c,benign,0
0x0c2fd58e8b23434e35c570ebe1ff4c7eb3cf0a01,benign,0
0x0c55a113d8b601be3b79670984b7d9b454fe39cd,benign,0
0x0c6829b9285820725ca6fab08284dee567bf84b1,benign,0
0x0dae9205e45e9c0fc406e6eed468613b329122fd,benign,0
0x0e3573d93dadeae22a5fda3796a6e10310c0e999,benign,0
0x0e4a0747f7cc6d57bceee28b0115dbea197fe61c,benign,0
0x0e6dd8c5323343c940bee5777e6c30fe355a0c15,benign,0
0x100e9db9d323594f1f084107fe69c0822a1bd782,benign,0
0x1033eaa8a296b68b4c56dd98e742175f9e81fc14,benign,0
0x12d2b8ac38c59758a062a9f757f2740461779439,benign,0
0x13015ff5fea7e091a83fadb20f00ba6b8bdf3f3a,benign,0
0x1360e123351f0302462f825d93e51ec3e834da11,benign,0
0x149f6d6d4baab9fd16f24ab490b3d994ffc5526d,benign,0
0x152e3d1abc90362725fe39b626899e8bdcaa591f,benign,0
0x15669198bbdc4c3afc332967bf163f67234aaf95,benign,0
0x1596e4436d7b142d8ac660e78f4cec7f118e6ade,benign,0
0x15ada9399f57f67e9af39ba38082ca305af6167b,benign,0
0x15cdc4a1486cf03d4b32f29b77a367f586c171a6,benign,0
0x167f23fa79d1c55db12700c9408f1fe6527add8b,benign,0
0x1727301ba708bed871393a9462869502b8c23a5e,benign,0
0x174a5835fd1f7dcb64f32650366f3a86e1857ac4,benign,0
0x1785787bd95d9e416ab0d01e07c8e02afd2b239d,benign,0
0x17a9aa3f7945fb00c2eb16857baa4adb63da59db,benign,0
0x17bce16e5879c7879e5c9a59c7f4b2064322183f,benign,0
0x17c1d2e301e4e289b605e7353d76a8f839964329,benign,0
0x17f5b3a1c21473430fc247cfaaaa1eb5de4f20d8,benign,0
0x181aaecb37b646a2e4a71c351028bcf61edeb60e,benign,0
0x1837e2cfc622a72368ed835c1a98fcfc5de42b0f,benign,0
0x18dd3c14e34c1bc379f7538068c59160d9f68e25,benign,0
0x18e296053cbdf986196903e889b7dca7a73882f6,benign,0
0x1926c9d0f31b012dd9a63cd8a8daaaf17b136636,benign,0
0x1a1c87d9a6f55d3bbb064bff1059ad37b6bdc097,benign,0
0x1a5276171e1a4d7f696dd37e2d1c47aa59698598,benign,0
0x1a6ace2d478edcd1c4ed2c9fb5794176e7181028,benign,0
0x1ae53eb3901edc99d4eb97f99bfe7d8b88cad2d4,benign,0
0x1b64373fdbb55bf78a17bb8d9ba04017e215544b,benign,0
0x1b8746d11c93230a69c6b0e9c467654b5b19b615,benign,0
0x1bc72b32b04dcc8f7bffb9661a3fc7952a51d0ac,benign,0
0x1c0a8baf8cb1bc4a981cb161d26c1038c11b7dce,benign,0
0x1d56e0a04ef3407d810dfb605173176027f4d3a5,benign,0
0x1e6d9051889cb8b73eaac958d8fb2d3a537a4dd0,benign,0
0x1f3d096c8738df7cc71a5bbc9f0b3ad99f1c9752,benign,0
0x1f52703ac7d071c8ef472d97058500df3f2b040a,benign,0
0x1f81aca339fa6ce21329955cc730be8c58c86a94,benign,0
0x1fe0418c02dc809e911d3f33f34808f5e200ee01,benign,0
0x2146a676d4f8e1d1bd96c825f4fd29f26316bcd1,benign,0
0x21a31ee1afc51d94c2efccaa2092ad1028285549,benign,0
0x2267c7246523191b8bf7615b86b3bdee612b7d9e,benign,0
0x22f9f5cd1ba26fa6e348ff09242909a34ddbd132,benign,0
0x230981f957cf1e1e8b4c2a6e83243edd70793532,benign,0
0x2390bbee104faaed941a17492b5ebf2bed206973,benign,0
0x24b9a3c1a638c1a0210b57e5c631f6504e3b8c4c,benign,0
0x24e671c4be31f19dde3b02fac62ca467f61d4b8c,benign,0
0x250db4887c91fff798592da71101ab52fac0f61f,benign,0
0x252947b1f3c11f776164d17d34cad392fdf3b7e8,benign,0
0x2557974daf7f67dadfc42a4063e10b2793b2a58c,benign,0
0x257277bfef4304da12bd8d8b86e556d29f4d6e77,benign,0
0x257f6fbd77e09a69417a0cb8a87084b5cf557403,benign,0
0x25d5f2719734777af75c7221abef6b5d85e4e102,benign,0
0x25fa794d2a8bde49fa6a3a52ee9fb0b0372ae025,benign,0
0x264bd8291fae1d75db2c5f573b07faa6715997b5,benign,0
0x2673720975194d28e30c55235df93b27423f0ad1,benign,0
0x27211d68a6414fe5ae5ab3a322a856d4bcbb1134,benign,0
0x27951ef39c200143c40f99b5871170d091bbe2b9,benign,0
0x27bb48108ffc8968c01df7ba712305fbe0ac5828,benign,0
0x27d70f755e1d485226a27b4cc0f41d5288a7b0ac,benign,0
0x28c6c06298d514db089934071355e5743bf21d60,benign,0
0x28fd6d437eb87d09da72d17b0dc6e36fbe9c4e80,benign,0
0x29156f8dffe8979f49e3a085dbb10477373a6051,benign,0
0x29253c77a7df2616b37e7276bf4c6bd6ecae3f68,benign,0
